Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2016-09-11, Lions, 116, 24, 332, 39, 31, 8, 70, 0, 0, 28, 9, 5, 0, 0, 1836, 39, Colts, 82, 19, 368, 47, 31, 5, 45, 0, 0, 25, 16, 9, 0, 0, 1764, 35
2016-09-11, Chargers, 155, 32, 233, 36, 25, 5, 30, 0, 0, 25, 15, 7, 0, 0, 2041, 27, Chiefs, 83, 19, 330, 48, 34, 6, 46, 0, 1, 26, 14, 5, 2, 2, 1866, 33
2016-09-11, Browns, 120, 21, 168, 26, 12, 4, 15, 0, 1, 14, 10, 2, 2, 0, 1240, 10, Eagles, 133, 34, 270, 37, 22, 7, 46, 0, 0, 23, 15, 5, 1, 1, 2360, 29
2016-09-11, Bills, 65, 24, 95, 22, 15, 8, 89, 0, 0, 11, 13, 3, 2, 2, 1627, 7, Ravens, 83, 28, 225, 33, 22, 6, 35, 1, 0, 18, 15, 6, 1, 0, 1973, 13
2016-09-11, Bengals, 57, 19, 324, 30, 23, 5, 44, 0, 1, 18, 11, 3, 0, 0, 1507, 23, Jets, 152, 30, 188, 35, 19, 7, 95, 0, 1, 22, 12, 4, 0, 0, 2093, 22
2016-09-12, Steelers, 147, 30, 290, 37, 27, 4, 81, 0, 1, 23, 14, 9, 2, 2, 1998, 38, Redskins, 55, 12, 329, 43, 30, 9, 55, 0, 2, 18, 10, 3, 2, 0, 1602, 16
2016-09-12, Patriots, 106, 31, 257, 33, 24, 8, 69, 2, 0, 19, 16, 10, 0, 0, 2039, 23, Cardinals, 92, 19, 252, 37, 24, 6, 58, 0, 0, 21, 12, 6, 0, 0, 1561, 21
2016-09-13, Rams, 65, 23, 120, 35, 17, 10, 102, 0, 2, 10, 15, 3, 2, 1, 1670, 0, 49ers, 150, 42, 170, 35, 22, 2, 10, 1, 0, 28, 17, 8, 2, 1, 1930, 28
2016-09-13, Rams, 65, 23, 120, 35, 17, 10, 102, 0, 2, 10, 15, 3, 2, 1, 1670, 0, 49ers, 150, 42, 170, 35, 22, 2, 10, 1, 0, 28, 17, 8, 2, 1, 1930, 28
2016-09-16, Jets, 123, 36, 370, 34, 24, 7, 50, 1, 0, 28, 13, 8, 0, 0, 2352, 37, Bills, 86, 19, 307, 31, 19, 6, 59, 0, 1, 16, 10, 3, 2, 1, 1248, 31
2016-09-16, Jets, 123, 36, 370, 34, 24, 7, 50, 1, 0, 28, 13, 8, 0, 0, 2352, 37, Bills, 86, 19, 307, 31, 19, 6, 59, 0, 1, 16, 10, 3, 2, 1, 1248, 31
2016-09-18, 49ers, 65, 26, 237, 36, 17, 6, 50, 1, 2, 16, 14, 4, 1, 0, 1446, 27, Panthers, 176, 37, 353, 40, 24, 8, 65, 3, 1, 26, 15, 7, 0, 0, 2154, 46
2016-09-18, Titans, 139, 24, 224, 33, 25, 12, 83, 0, 1, 22, 12, 5, 1, 1, 1851, 16, Lions, 137, 23, 238, 40, 22, 17, 138, 0, 1, 22, 16, 7, 0, 0, 1749, 15
2016-09-18, Falcons, 139, 29, 389, 34, 26, 7, 72, 0, 1, 27, 10, 5, 0, 0, 1635, 35, Raiders, 155, 25, 299, 45, 34, 9, 58, 0, 0, 29, 12, 5, 2, 1, 1965, 28
2016-09-18, Seahawks, 67, 24, 239, 35, 22, 10, 114, 1, 0, 17, 13, 4, 0, 0, 1803, 3, Rams, 64, 25, 219, 30, 18, 9, 78, 0, 0, 17, 12, 3, 0, 0, 1797, 9
2016-09-18, Dolphins, 70, 16, 387, 45, 32, 5, 49, 2, 2, 23, 10, 5, 1, 0, 1394, 24, Patriots, 161, 38, 302, 35, 24, 7, 65, 1, 0, 29, 14, 7, 0, 0, 2206, 31
2016-09-18, Jaguars, 69, 11, 319, 50, 31, 14, 93, 1, 2, 20, 11, 2, 2, 1, 1508, 14, Chargers, 150, 35, 207, 25, 17, 3, 23, 1, 0, 25, 13, 7, 0, 0, 2092, 38
2016-09-18, Buccaneers, 85, 21, 221, 52, 27, 5, 39, 1, 4, 21, 13, 5, 1, 0, 1857, 7, Cardinals, 105, 30, 311, 34, 18, 3, 30, 0, 0, 20, 14, 6, 0, 0, 1743, 40
2016-09-19, Packers, 83, 23, 180, 36, 20, 6, 72, 2, 1, 20, 13, 6, 1, 0, 1782, 14, Vikings, 30, 22, 254, 31, 22, 13, 137, 1, 0, 15, 14, 4, 2, 1, 1818, 17
2016-09-18, Ravens, 80, 26, 302, 45, 25, 4, 29, 0, 2, 22, 16, 10, 1, 0, 1859, 25, Browns, 145, 23, 242, 33, 20, 8, 59, 0, 2, 17, 15, 8, 1, 1, 1741, 20
2016-09-18, Bengals, 46, 18, 366, 54, 31, 5, 31, 2, 0, 21, 16, 4, 1, 1, 1625, 16, Steelers, 124, 36, 250, 37, 19, 5, 54, 0, 2, 19, 17, 7, 1, 0, 1975, 24
2016-09-18, Colts, 83, 21, 170, 40, 21, 8, 94, 1, 1, 19, 14, 6, 1, 1, 1759, 20, Broncos, 134, 31, 266, 33, 22, 8, 54, 0, 1, 24, 11, 5, 0, 0, 1841, 34
2016-09-18, Saints, 41, 13, 247, 44, 29, 7, 76, 0, 0, 16, 13, 3, 0, 0, 1553, 13, Giants, 64, 32, 353, 41, 32, 3, 25, 3, 0, 22, 15, 7, 1, 0, 2047, 16
2016-09-18, Cowboys, 102, 30, 278, 30, 22, 6, 39, 1, 0, 24, 12, 6, 1, 1, 1971, 27, Redskins, 82, 17, 350, 46, 28, 8, 51, 0, 1, 24, 12, 5, 1, 0, 1629, 23
2016-09-18, Chiefs, 119, 19, 172, 37, 20, 9, 77, 3, 0, 14, 14, 3, 0, 0, 1561, 12, Texans, 97, 34, 254, 33, 19, 5, 44, 0, 2, 15, 15, 4, 1, 1, 2039, 19
2016-09-19, Packers, 83, 23, 180, 36, 20, 6, 72, 2, 1, 20, 13, 6, 1, 0, 1782, 14, Vikings, 30, 22, 254, 31, 22, 13, 137, 1, 0, 15, 14, 4, 2, 1, 1818, 17
2016-09-20, Eagles, 100, 32, 180, 34, 21, 5, 34, 0, 0, 21, 15, 3, 3, 3, 2165, 29, Bears, 64, 18, 220, 29, 21, 7, 60, 2, 1, 16, 10, 4, 1, 0, 1435, 14
2016-09-20, Eagles, 100, 32, 180, 34, 21, 5, 34, 0, 0, 21, 15, 3, 3, 3, 2165, 29, Bears, 64, 18, 220, 29, 21, 7, 60, 2, 1, 16, 10, 4, 1, 0, 1435, 14
2016-09-23, Texans, 109, 27, 175, 41, 24, 6, 43, 2, 1, 19, 15, 6, 3, 0, 1882, 0, Patriots, 185, 39, 97, 19, 11, 3, 15, 0, 0, 15, 14, 4, 0, 0, 1718, 27
2016-09-25, Chargers, 37, 17, 315, 39, 26, 10, 80, 3, 0, 17, 11, 4, 0, 0, 1637, 22, Colts, 93, 26, 317, 37, 24, 10, 66, 1, 1, 24, 9, 2, 1, 1, 1963, 26
2016-09-25, 49ers, 135, 31, 119, 25, 14, 4, 35, 0, 1, 12, 15, 4, 1, 1, 1443, 18, Seahawks, 127, 31, 291, 32, 22, 6, 50, 1, 1, 18, 14, 9, 0, 0, 2157, 37
2016-09-25, Cardinals, 88, 22, 260, 50, 26, 8, 50, 1, 4, 25, 15, 5, 1, 0, 2040, 18, Bills, 208, 32, 89, 25, 14, 9, 75, 0, 1, 16, 13, 4, 0, 0, 1560, 33
2016-09-25, Broncos, 52, 23, 303, 35, 23, 5, 41, 1, 0, 21, 12, 6, 0, 0, 1674, 29, Bengals, 143, 29, 189, 31, 21, 9, 69, 1, 1, 20, 12, 5, 1, 0, 1926, 17
2016-09-25, Jets, 117, 22, 188, 44, 20, 3, 15, 2, 6, 17, 14, 7, 2, 1, 1675, 3, Chiefs, 72, 27, 221, 33, 25, 5, 59, 1, 0, 18, 15, 7, 1, 0, 1925, 24
2016-09-25, Ravens, 84, 22, 199, 40, 29, 8, 58, 1, 2, 18, 13, 3, 1, 1, 1866, 19, Jaguars, 48, 21, 168, 38, 24, 7, 75, 0, 3, 14, 16, 6, 0, 0, 1734, 17
2016-09-25, Steelers, 29, 10, 222, 44, 24, 7, 77, 1, 1, 15, 11, 4, 2, 0, 1504, 3, Eagles, 125, 30, 301, 31, 23, 10, 99, 0, 0, 25, 10, 4, 0, 0, 2096, 34
2016-09-25, Rams, 137, 33, 183, 26, 14, 8, 69, 1, 1, 18, 13, 6, 0, 0, 1584, 37, Buccaneers, 83, 22, 389, 58, 36, 9, 80, 1, 1, 30, 16, 8, 2, 2, 2016, 32
2016-09-25, Redskins, 90, 30, 313, 36, 22, 8, 70, 1, 0, 20, 16, 7, 1, 1, 2006, 29, Giants, 120, 21, 337, 38, 25, 11, 128, 1, 2, 28, 9, 4, 0, 0, 1594, 27
2016-09-25, Browns, 169, 32, 261, 38, 24, 13, 91, 1, 0, 21, 15, 4, 0, 0, 2242, 24, Dolphins, 115, 25, 311, 39, 25, 8, 67, 1, 2, 23, 10, 2, 0, 0, 1752, 30
2016-09-25, Lions, 50, 23, 368, 41, 28, 4, 86, 0, 1, 22, 14, 8, 1, 1, 2107, 27, Packers, 123, 24, 201, 24, 15, 4, 45, 0, 0, 17, 10, 5, 0, 0, 1493, 34
2016-09-25, Raiders, 123, 25, 245, 35, 21, 8, 58, 0, 1, 17, 13, 5, 0, 0, 1743, 17, Titans, 181, 29, 212, 33, 17, 8, 70, 1, 2, 19, 12, 2, 1, 0, 1857, 10
2016-09-25, Vikings, 58, 24, 153, 28, 18, 6, 42, 0, 0, 13, 12, 3, 0, 0, 1508, 22, Panthers, 105, 28, 201, 36, 22, 10, 65, 0, 3, 18, 16, 6, 2, 0, 2092, 10
2016-09-26, Bears, 78, 14, 312, 49, 30, 6, 45, 2, 0, 21, 10, 2, 1, 1, 1481, 17, Cowboys, 199, 41, 248, 24, 19, 4, 45, 1, 0, 25, 11, 5, 1, 1, 2119, 31
2016-09-27, Falcons, 217, 31, 225, 30, 20, 4, 35, 0, 0, 26, 11, 5, 2, 2, 1646, 45, Saints, 115, 23, 359, 54, 36, 5, 75, 1, 1, 32, 13, 7, 2, 1, 1954, 32
2016-09-30, Dolphins, 62, 13, 160, 25, 15, 7, 68, 1, 1, 8, 11, 2, 1, 0, 1318, 7, Bengals, 77, 37, 285, 31, 22, 6, 40, 0, 0, 19, 15, 3, 1, 1, 2282, 22
2016-10-02, Seahawks, 66, 26, 288, 32, 23, 7, 71, 0, 0, 21, 10, 3, 0, 0, 1845, 27, Jets, 58, 20, 247, 41, 23, 7, 60, 0, 3, 20, 15, 7, 1, 1, 1755, 17
2016-10-02, Panthers, 49, 15, 329, 48, 31, 6, 55, 0, 2, 20, 16, 7, 1, 1, 1571, 33, Falcons, 90, 25, 481, 37, 28, 8, 77, 0, 1, 25, 13, 8, 0, 0, 2029, 48
2016-10-02, Raiders, 62, 19, 199, 35, 25, 12, 93, 1, 0, 13, 12, 3, 0, 0, 1516, 28, Ravens, 130, 26, 282, 52, 32, 10, 105, 1, 0, 25, 17, 5, 2, 1, 2084, 27
2016-10-02, Broncos, 89, 32, 218, 31, 19, 9, 88, 0, 0, 22, 13, 3, 0, 0, 1884, 27, Buccaneers, 72, 26, 143, 35, 17, 9, 69, 1, 2, 15, 16, 5, 1, 0, 1716, 7
2016-10-02, Rams, 41, 23, 247, 30, 18, 9, 84, 1, 0, 12, 14, 6, 1, 0, 1671, 17, Cardinals, 118, 25, 302, 47, 27, 6, 45, 2, 3, 26, 13, 6, 0, 0, 1929, 13
2016-10-02, Saints, 83, 34, 192, 36, 23, 6, 34, 0, 2, 21, 18, 11, 1, 1, 1959, 35, Chargers, 38, 21, 308, 43, 28, 5, 46, 2, 1, 21, 13, 6, 1, 0, 1641, 34
2016-10-02, Cowboys, 194, 39, 234, 32, 23, 6, 45, 0, 0, 26, 14, 6, 0, 0, 2187, 24, 49ers, 106, 29, 189, 23, 16, 5, 32, 0, 1, 14, 14, 8, 1, 0, 1413, 17
2016-10-02, Colts, 94, 25, 190, 42, 27, 7, 78, 0, 1, 23, 17, 9, 2, 0, 1959, 27, Jaguars, 136, 29, 195, 33, 19, 11, 145, 0, 0, 23, 11, 3, 1, 1, 1641, 30
2016-10-02, Lions, 66, 18, 197, 36, 23, 10, 76, 0, 2, 16, 12, 4, 0, 0, 1606, 14, Bears, 114, 29, 294, 36, 28, 8, 55, 0, 0, 23, 13, 5, 1, 0, 1994, 17
2016-10-02, Bills, 134, 32, 244, 39, 27, 6, 60, 0, 0, 24, 15, 7, 0, 0, 2171, 16, Patriots, 90, 22, 187, 27, 17, 9, 74, 1, 0, 13, 12, 1, 3, 2, 1429, 0
2016-10-02, Titans, 124, 32, 196, 29, 13, 11, 93, 0, 1, 16, 15, 7, 1, 0, 1902, 20, Texans, 115, 24, 244, 37, 25, 6, 59, 0, 2, 21, 12, 5, 1, 0, 1698, 27
2016-10-02, Browns, 163, 28, 217, 40, 28, 7, 101, 2, 1, 26, 12, 8, 1, 0, 1737, 20, Redskins, 145, 26, 156, 27, 21, 9, 75, 0, 1, 24, 8, 4, 0, 0, 1863, 31
2016-10-03, Chiefs, 87, 18, 270, 50, 30, 7, 40, 1, 1, 22, 17, 8, 3, 2, 1836, 14, Steelers, 149, 26, 287, 27, 22, 9, 68, 0, 0, 18, 11, 6, 0, 0, 1764, 43
2016-10-04, Giants, 78, 18, 261, 45, 25, 8, 69, 1, 1, 18, 12, 2, 2, 0, 1468, 10, Vikings, 104, 33, 262, 36, 26, 6, 37, 0, 0, 22, 16, 8, 0, 0, 2132, 24
2016-10-07, Cardinals, 172, 37, 116, 28, 11, 7, 50, 0, 0, 17, 16, 5, 0, 0, 1904, 33, 49ers, 151, 36, 135, 31, 18, 4, 34, 1, 2, 25, 14, 4, 1, 1, 1696, 21
2016-10-09, Eagles, 116, 21, 230, 33, 25, 14, 111, 1, 1, 18, 11, 5, 0, 0, 1776, 23, Lions, 80, 27, 164, 25, 19, 2, 18, 1, 0, 21, 9, 3, 2, 2, 1824, 24
2016-10-09, Bears, 125, 19, 397, 43, 33, 10, 80, 1, 0, 25, 9, 2, 1, 0, 1805, 23, Colts, 98, 21, 298, 39, 28, 9, 68, 0, 0, 20, 12, 3, 1, 1, 1795, 29
2016-10-09, Patriots, 98, 35, 403, 41, 28, 5, 61, 0, 0, 24, 17, 9, 1, 0, 2079, 33, Browns, 27, 22, 235, 35, 20, 5, 35, 0, 1, 17, 13, 5, 1, 0, 1521, 13
2016-10-09, Chargers, 72, 19, 351, 30, 21, 4, 38, 2, 2, 17, 8, 2, 1, 0, 1422, 31, Raiders, 89, 25, 300, 40, 25, 6, 36, 0, 1, 20, 14, 5, 1, 1, 2178, 34
2016-10-09, Bengals, 96, 19, 249, 41, 29, 6, 49, 0, 0, 27, 12, 5, 1, 1, 1937, 14, Cowboys, 180, 29, 222, 24, 18, 7, 45, 1, 0, 21, 8, 4, 0, 0, 1663, 28
2016-10-09, Redskins, 60, 20, 250, 41, 29, 4, 46, 1, 1, 18, 12, 3, 2, 1, 1775, 16, Ravens, 118, 19, 188, 47, 30, 9, 65, 1, 0, 18, 15, 3, 3, 1, 1825, 10
2016-10-09, Falcons, 122, 32, 250, 28, 15, 7, 78, 1, 0, 19, 12, 2, 3, 2, 1732, 23, Broncos, 84, 24, 183, 35, 23, 8, 57, 0, 1, 18, 16, 4, 4, 4, 1868, 16
2016-10-09, Texans, 59, 14, 155, 42, 19, 4, 15, 0, 1, 16, 13, 1, 1, 0, 1352, 13, Vikings, 96, 37, 255, 30, 22, 9, 97, 0, 0, 22, 14, 7, 0, 0, 2248, 31
2016-10-09, Bills, 193, 27, 112, 23, 12, 7, 60, 0, 0, 15, 12, 4, 0, 0, 1466, 30, Rams, 102, 29, 243, 31, 21, 6, 40, 1, 2, 23, 12, 4, 2, 0, 2134, 19
2016-10-09, Jets, 72, 17, 244, 38, 25, 4, 18, 0, 0, 16, 11, 2, 1, 0, 1690, 13, Steelers, 61, 24, 375, 47, 34, 1, 10, 1, 0, 30, 10, 5, 1, 0, 1910, 31
2016-10-09, Titans, 235, 41, 163, 29, 20, 5, 40, 0, 0, 23, 12, 5, 1, 0, 2204, 30, Dolphins, 51, 17, 149, 18, 12, 8, 83, 0, 2, 8, 11, 4, 0, 0, 1396, 17
2016-10-10, Giants, 43, 15, 178, 35, 18, 6, 51, 1, 0, 14, 13, 4, 0, 0, 1402, 16, Packers, 147, 32, 259, 45, 23, 6, 57, 0, 2, 23, 19, 9, 0, 0, 2198, 23
2016-10-11, Buccaneers, 113, 37, 202, 30, 18, 5, 40, 0, 0, 20, 15, 6, 0, 0, 2049, 17, Panthers, 136, 25, 278, 28, 18, 7, 60, 2, 2, 20, 8, 1, 1, 1, 1551, 14
2016-10-14, Broncos, 84, 16, 220, 50, 30, 12, 103, 2, 0, 16, 15, 6, 1, 0, 1592, 13, Chargers, 99, 29, 166, 29, 18, 3, 20, 2, 0, 16, 13, 3, 1, 1, 2008, 21
2016-10-16, Browns, 40, 15, 301, 42, 27, 11, 69, 0, 0, 16, 14, 3, 2, 2, 1739, 26, Titans, 137, 31, 270, 24, 17, 7, 96, 0, 1, 19, 13, 7, 0, 0, 1861, 28
2016-10-16, Cowboys, 191, 33, 233, 27, 18, 7, 60, 1, 1, 24, 11, 3, 1, 1, 1790, 30, Packers, 78, 24, 294, 42, 31, 5, 23, 3, 1, 24, 13, 7, 1, 0, 1810, 16
2016-10-16, 49ers, 133, 28, 167, 29, 13, 6, 52, 1, 0, 16, 13, 3, 2, 0, 1489, 16, Bills, 312, 44, 179, 28, 17, 7, 71, 2, 0, 29, 13, 8, 0, 0, 2111, 45
2016-10-16, Bengals, 120, 32, 237, 31, 21, 7, 46, 0, 0, 20, 12, 5, 2, 1, 1923, 17, Patriots, 79, 23, 358, 35, 29, 6, 55, 0, 0, 25, 10, 4, 1, 1, 1677, 35
2016-10-16, Steelers, 128, 16, 169, 35, 19, 6, 65, 0, 2, 15, 11, 3, 1, 0, 1410, 15, Dolphins, 222, 36, 252, 32, 24, 8, 95, 0, 0, 24, 14, 7, 0, 0, 2190, 30
2016-10-16, Falcons, 52, 18, 310, 42, 27, 8, 66, 1, 1, 22, 11, 3, 2, 1, 1791, 24, Seahawks, 72, 27, 261, 37, 25, 3, 30, 0, 0, 22, 14, 5, 0, 0, 1809, 26
2016-10-16, Rams, 76, 22, 311, 32, 27, 8, 62, 0, 1, 23, 9, 6, 1, 0, 1668, 28, Lions, 83, 26, 265, 31, 23, 7, 62, 0, 0, 20, 11, 6, 2, 2, 1932, 31
2016-10-16, Jaguars, 54, 20, 263, 33, 20, 5, 50, 1, 1, 20, 10, 2, 0, 0, 1453, 17, Bears, 92, 27, 297, 49, 30, 10, 87, 0, 0, 22, 17, 7, 1, 0, 2147, 16
2016-10-16, Chiefs, 183, 40, 223, 23, 19, 2, 10, 0, 0, 22, 13, 7, 0, 0, 2205, 26, Raiders, 65, 17, 221, 34, 22, 3, 25, 1, 1, 16, 10, 4, 2, 0, 1395, 10
2016-10-16, Eagles, 94, 21, 145, 22, 11, 13, 114, 0, 0, 12, 12, 4, 0, 0, 1547, 20, Redskins, 230, 33, 263, 34, 18, 9, 75, 0, 1, 26, 13, 7, 0, 0, 2053, 27
2016-10-16, Panthers, 103, 27, 303, 47, 27, 5, 51, 1, 1, 32, 11, 3, 1, 1, 1865, 38, Saints, 63, 21, 460, 49, 34, 10, 126, 0, 1, 23, 16, 8, 1, 1, 1735, 41
2016-10-16, Ravens, 98, 26, 293, 48, 26, 15, 111, 0, 0, 22, 18, 5, 2, 1, 2104, 23, Giants, 38, 17, 397, 46, 32, 7, 119, 1, 2, 19, 14, 4, 3, 3, 1496, 27
2016-10-17, Colts, 161, 32, 231, 32, 21, 7, 42, 0, 1, 19, 14, 5, 1, 0, 2193, 23, Texans, 158, 28, 256, 39, 25, 7, 59, 0, 1, 26, 11, 5, 0, 0, 1817, 26
2016-10-21, Bears, 69, 18, 120, 26, 10, 10, 108, 0, 2, 13, 8, 2, 0, 0, 1224, 10, Packers, 103, 23, 303, 56, 39, 9, 56, 1, 0, 32, 16, 9, 2, 1, 2376, 26
2016-10-23, Patriots, 140, 29, 222, 26, 19, 4, 40, 2, 0, 21, 12, 7, 0, 0, 1651, 27, Steelers, 94, 22, 281, 47, 29, 10, 85, 0, 1, 17, 16, 5, 2, 1, 1949, 16
2016-10-23, Buccaneers, 249, 41, 264, 30, 21, 7, 78, 0, 1, 27, 14, 6, 1, 0, 2029, 34, 49ers, 160, 28, 113, 34, 16, 4, 31, 2, 1, 20, 15, 6, 1, 1, 1571, 17
2016-10-23, Raiders, 144, 34, 200, 37, 23, 11, 117, 0, 0, 21, 18, 8, 1, 1, 2007, 33, Jaguars, 105, 16, 239, 43, 23, 13, 112, 1, 2, 19, 13, 4, 0, 0, 1593, 16
2016-10-23, Chargers, 78, 26, 348, 45, 27, 3, 14, 1, 1, 26, 16, 9, 1, 1, 2129, 33, Falcons, 130, 26, 256, 34, 22, 9, 70, 0, 1, 21, 12, 6, 1, 0, 1830, 30
2016-10-23, Giants, 36, 20, 196, 37, 24, 3, 33, 1, 0, 13, 13, 4, 0, 0, 1497, 17, Rams, 74, 20, 271, 53, 32, 8, 43, 0, 4, 20, 19, 9, 1, 1, 2103, 10
2016-10-23, Ravens, 6, 12, 239, 44, 25, 4, 35, 1, 2, 11, 14, 3, 1, 0, 1403, 16, Jets, 155, 39, 189, 22, 13, 4, 25, 2, 0, 16, 16, 6, 1, 0, 2197, 24
2016-10-23, Bills, 67, 22, 200, 28, 14, 6, 45, 0, 0, 16, 13, 3, 0, 0, 1378, 25, Dolphins, 256, 41, 198, 25, 15, 13, 116, 0, 0, 26, 12, 5, 0, 0, 2222, 28
2016-10-23, Colts, 81, 24, 341, 39, 27, 12, 131, 0, 0, 26, 10, 4, 0, 0, 1950, 34, Titans, 124, 28, 207, 37, 22, 6, 38, 1, 0, 26, 15, 9, 0, 0, 1650, 26
2016-10-23, Vikings, 93, 27, 189, 41, 24, 7, 56, 3, 1, 18, 19, 9, 3, 1, 1928, 10, Eagles, 101, 26, 138, 28, 16, 7, 53, 2, 2, 15, 11, 4, 1, 1, 1672, 21
2016-10-23, Browns, 180, 26, 172, 35, 21, 5, 35, 0, 2, 22, 14, 6, 0, 0, 1908, 17, Bengals, 271, 30, 288, 28, 19, 3, 30, 1, 0, 23, 10, 5, 0, 0, 1692, 31
2016-10-23, Saints, 104, 22, 359, 48, 37, 10, 75, 1, 1, 27, 14, 9, 0, 0, 1958, 21, Chiefs, 112, 28, 214, 24, 17, 4, 30, 0, 0, 20, 9, 3, 0, 0, 1642, 27
2016-10-23, Redskins, 134, 29, 283, 39, 30, 4, 20, 2, 0, 26, 15, 9, 0, 0, 2099, 17, Lions, 94, 19, 250, 29, 18, 4, 30, 0, 0, 19, 9, 3, 0, 0, 1501, 20
2016-10-24, Seahawks, 52, 19, 205, 37, 24, 10, 90, 0, 0, 11, 14, 3, 0, 0, 1719, 6, Cardinals, 132, 37, 311, 49, 29, 6, 45, 0, 0, 23, 21, 10, 1, 0, 2781, 6
2016-10-28, Jaguars, 48, 11, 322, 54, 33, 7, 75, 1, 0, 27, 13, 6, 1, 0, 1535, 22, Titans, 214, 43, 280, 23, 19, 7, 54, 0, 0, 25, 15, 9, 0, 0, 2065, 36
2016-10-30, Patriots, 72, 23, 285, 33, 22, 10, 116, 0, 0, 23, 13, 9, 0, 0, 1791, 41, Bills, 167, 26, 209, 40, 20, 12, 84, 0, 0, 25, 13, 4, 4, 2, 1809, 25
2016-10-30, Packers, 108, 19, 223, 38, 28, 6, 68, 0, 0, 24, 10, 6, 1, 0, 1877, 32, Falcons, 90, 19, 277, 35, 28, 7, 46, 0, 0, 25, 9, 4, 1, 1, 1723, 33
2016-10-30, Raiders, 128, 24, 498, 59, 40, 23, 200, 1, 0, 27, 18, 7, 1, 1, 2652, 30, Buccaneers, 102, 27, 168, 32, 16, 6, 64, 0, 0, 18, 13, 4, 0, 0, 1743, 24
2016-10-30, Chargers, 123, 26, 246, 47, 20, 8, 52, 0, 3, 21, 17, 7, 2, 0, 1988, 19, Broncos, 57, 25, 267, 38, 20, 6, 45, 2, 1, 15, 15, 5, 1, 0, 1612, 27
2016-10-30, Cardinals, 24, 10, 316, 46, 35, 10, 88, 1, 1, 22, 12, 4, 1, 1, 1752, 20, Panthers, 141, 36, 208, 27, 14, 5, 40, 1, 0, 19, 14, 6, 2, 1, 1848, 30
