Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2013-09-22, Bears, 107, 28, 151, 30, 20, 3, 25, 0, 0, 15, 15, 5, 1, 1, 1896, 40, Steelers, 80, 21, 379, 41, 26, 6, 59, 3, 2, 21, 11, 3, 1, 0, 1704, 23
2013-09-22, Chargers, 102, 27, 175, 24, 20, 5, 45, 1, 0, 19, 9, 3, 0, 0, 1702, 17, Titans, 170, 29, 282, 37, 23, 11, 116, 0, 0, 23, 14, 6, 2, 1, 1898, 20
2013-09-22, Giants, 60, 16, 90, 27, 14, 6, 45, 1, 2, 10, 12, 3, 1, 0, 1393, 0, Panthers, 194, 46, 208, 27, 15, 4, 32, 1, 1, 27, 14, 8, 2, 1, 2207, 38
2013-09-22, Browns, 103, 17, 306, 55, 31, 5, 47, 1, 3, 23, 15, 6, 3, 2, 1732, 31, Vikings, 134, 31, 195, 42, 25, 4, 35, 2, 1, 21, 17, 8, 0, 0, 1868, 27
2013-09-22, Packers, 182, 30, 217, 43, 26, 4, 55, 2, 2, 27, 13, 4, 2, 0, 1911, 30, Bengals, 82, 24, 215, 28, 20, 5, 43, 3, 1, 19, 11, 4, 0, 0, 1689, 34
2013-09-22, Colts, 184, 40, 152, 26, 17, 1, 10, 0, 0, 23, 12, 5, 0, 0, 2185, 27, 49ers, 115, 23, 139, 27, 13, 6, 48, 1, 1, 14, 12, 3, 1, 1, 1415, 7
2013-09-22, Rams, 35, 12, 197, 49, 29, 5, 41, 1, 0, 17, 13, 1, 6, 3, 1592, 7, Cowboys, 193, 34, 203, 24, 17, 6, 72, 1, 0, 21, 11, 5, 0, 0, 2008, 31
2013-09-22, Buccaneers, 97, 22, 226, 41, 19, 4, 48, 0, 1, 18, 14, 5, 4, 0, 1619, 3, Patriots, 156, 33, 202, 36, 25, 6, 50, 0, 1, 21, 15, 6, 2, 1, 1981, 23
2013-09-22, Lions, 63, 23, 378, 42, 25, 8, 71, 0, 1, 24, 13, 4, 1, 1, 1728, 27, Redskins, 120, 22, 300, 50, 32, 6, 45, 1, 1, 27, 13, 6, 0, 0, 1872, 20
2013-09-22, Cardinals, 86, 16, 161, 35, 18, 3, 18, 0, 2, 16, 13, 5, 0, 0, 1469, 7, Saints, 104, 24, 319, 46, 29, 4, 30, 0, 1, 27, 13, 7, 0, 0, 2131, 31
2013-09-22, Bills, 120, 25, 208, 42, 19, 7, 87, 0, 0, 18, 18, 4, 2, 0, 1547, 20, Jets, 182, 41, 331, 29, 16, 20, 168, 0, 2, 20, 14, 5, 1, 0, 2053, 27
2013-09-22, Falcons, 146, 30, 231, 38, 23, 7, 59, 1, 1, 24, 11, 5, 0, 0, 2229, 23, Dolphins, 90, 15, 195, 35, 24, 2, 13, 1, 1, 16, 12, 7, 0, 0, 1371, 27
2013-09-22, Jaguars, 51, 24, 214, 38, 18, 4, 45, 1, 2, 17, 14, 4, 1, 1, 1645, 17, Seahawks, 156, 36, 323, 29, 21, 4, 24, 1, 1, 28, 10, 4, 0, 0, 1955, 45
2013-09-23, Raiders, 49, 17, 293, 31, 21, 8, 77, 0, 0, 13, 12, 5, 1, 0, 1476, 21, Broncos, 164, 35, 372, 37, 32, 5, 40, 2, 0, 31, 9, 5, 0, 0, 2124, 37
2013-09-26, 49ers, 219, 40, 151, 23, 15, 10, 85, 2, 0, 19, 15, 6, 1, 1, 1905, 35, Rams, 18, 19, 170, 41, 19, 8, 82, 1, 1, 14, 17, 3, 0, 0, 1695, 11
2013-09-29, Ravens, 24, 9, 321, 50, 25, 8, 59, 0, 5, 15, 16, 3, 1, 1, 1414, 20, Bills, 203, 55, 147, 22, 10, 11, 99, 1, 2, 19, 18, 5, 0, 0, 2186, 23
2013-09-29, Jets, 91, 23, 239, 34, 23, 10, 66, 2, 2, 16, 13, 4, 1, 0, 1762, 13, Titans, 78, 31, 244, 32, 21, 4, 30, 0, 0, 17, 18, 10, 0, 0, 1838, 38
2013-09-29, Giants, 98, 21, 200, 37, 18, 7, 65, 2, 1, 11, 14, 1, 2, 1, 1444, 7, Chiefs, 102, 28, 288, 41, 24, 7, 62, 1, 2, 21, 16, 9, 0, 0, 2156, 31
2013-09-29, Eagles, 166, 35, 284, 31, 17, 8, 62, 0, 0, 21, 16, 8, 0, 0, 1598, 20, Broncos, 141, 33, 331, 37, 30, 2, 25, 0, 0, 35, 8, 5, 0, 0, 2002, 52
2013-09-29, Patriots, 132, 31, 316, 31, 20, 9, 93, 0, 0, 21, 13, 7, 1, 0, 1839, 30, Falcons, 58, 15, 399, 54, 34, 6, 55, 0, 1, 26, 14, 6, 2, 0, 1761, 23
2013-09-29, Redskins, 122, 32, 217, 31, 18, 3, 29, 1, 0, 15, 16, 5, 1, 0, 1658, 24, Raiders, 104, 26, 194, 32, 21, 4, 25, 2, 1, 14, 17, 5, 2, 1, 1942, 14
2013-09-29, Cardinals, 56, 20, 240, 38, 21, 10, 90, 1, 2, 17, 10, 1, 0, 0, 1555, 13, Buccaneers, 80, 31, 173, 43, 24, 8, 73, 1, 2, 20, 18, 7, 1, 1, 2045, 10
2013-09-29, Cowboys, 92, 16, 227, 37, 27, 5, 33, 1, 0, 21, 9, 3, 0, 0, 1557, 21, Chargers, 112, 27, 394, 42, 35, 7, 85, 0, 1, 27, 12, 5, 0, 0, 2043, 30
2013-09-29, Bears, 131, 16, 286, 47, 27, 4, 30, 1, 3, 18, 13, 1, 2, 2, 1691, 32, Lions, 159, 30, 228, 35, 23, 3, 25, 2, 1, 23, 10, 2, 0, 0, 1909, 40
2013-09-29, Steelers, 77, 21, 357, 51, 36, 4, 50, 1, 1, 29, 15, 8, 0, 0, 2187, 27, Vikings, 145, 25, 248, 25, 16, 5, 89, 0, 0, 16, 11, 4, 0, 0, 1413, 34
2013-09-29, Colts, 157, 30, 280, 38, 23, 7, 58, 0, 1, 26, 13, 6, 0, 0, 2198, 37, Jaguars, 40, 18, 165, 32, 17, 9, 65, 0, 3, 14, 11, 2, 1, 0, 1402, 3
2013-09-29, Seahawks, 179, 30, 91, 23, 12, 9, 62, 1, 1, 15, 14, 3, 1, 1, 1908, 23, Texans, 151, 35, 325, 49, 31, 6, 86, 1, 2, 29, 17, 6, 0, 0, 2393, 20
2013-09-29, Bengals, 63, 20, 203, 42, 23, 3, 25, 1, 1, 16, 14, 4, 3, 1, 1731, 6, Browns, 89, 30, 247, 38, 25, 5, 80, 0, 0, 18, 18, 9, 0, 0, 1869, 17
2013-09-30, Dolphins, 115, 19, 216, 35, 22, 5, 25, 1, 3, 19, 9, 3, 0, 0, 1571, 17, Saints, 68, 24, 397, 39, 30, 6, 45, 1, 0, 23, 13, 6, 0, 0, 2029, 38
2013-10-03, Bills, 155, 31, 188, 40, 19, 7, 56, 0, 1, 20, 16, 5, 2, 1, 1657, 24, Browns, 91, 32, 199, 28, 15, 6, 66, 0, 0, 19, 17, 7, 0, 0, 1943, 37
2013-10-06, Panthers, 95, 20, 258, 39, 21, 9, 79, 1, 3, 21, 12, 5, 1, 0, 1864, 6, Cardinals, 90, 28, 160, 28, 19, 3, 30, 0, 3, 19, 12, 4, 0, 0, 1736, 22
2013-10-06, Broncos, 103, 31, 414, 42, 33, 5, 55, 1, 1, 34, 13, 9, 0, 0, 1954, 51, Cowboys, 52, 14, 470, 36, 25, 9, 81, 1, 1, 24, 6, 4, 0, 0, 1646, 48
2013-10-06, Jaguars, 96, 25, 267, 32, 16, 4, 45, 1, 2, 16, 12, 3, 2, 0, 1481, 20, Rams, 143, 36, 208, 34, 19, 6, 53, 0, 0, 22, 19, 8, 0, 0, 2119, 34
2013-10-06, Lions, 64, 19, 222, 40, 25, 7, 50, 0, 0, 19, 15, 7, 1, 0, 1661, 9, Packers, 180, 33, 269, 30, 20, 10, 72, 0, 0, 16, 16, 7, 0, 0, 1939, 22
2013-10-06, Chiefs, 120, 26, 233, 39, 20, 9, 61, 1, 1, 20, 12, 1, 0, 0, 1877, 26, Titans, 105, 22, 234, 41, 21, 6, 35, 1, 2, 19, 14, 4, 3, 2, 1723, 17
2013-10-06, Saints, 64, 29, 288, 35, 29, 2, 10, 0, 0, 17, 16, 6, 1, 1, 2160, 26, Bears, 94, 18, 340, 33, 24, 6, 43, 1, 0, 20, 10, 4, 1, 0, 1440, 18
2013-10-06, Patriots, 82, 18, 166, 38, 18, 0, 0, 1, 1, 15, 12, 1, 0, 0, 1544, 6, Bengals, 162, 39, 179, 27, 20, 7, 59, 1, 1, 21, 15, 6, 1, 1, 2056, 13
2013-10-06, Ravens, 133, 40, 251, 32, 19, 6, 64, 1, 1, 20, 16, 6, 0, 0, 2176, 26, Dolphins, 22, 11, 272, 40, 21, 4, 65, 0, 0, 10, 16, 3, 1, 1, 1424, 23
2013-10-06, Eagles, 140, 37, 299, 39, 22, 8, 88, 0, 0, 28, 19, 9, 0, 0, 1927, 36, Giants, 53, 17, 330, 52, 24, 12, 136, 1, 3, 21, 13, 5, 0, 0, 1673, 21
2013-10-06, Texans, 131, 30, 182, 40, 22, 7, 52, 1, 3, 17, 16, 6, 3, 2, 2032, 3, 49ers, 177, 36, 107, 15, 6, 3, 17, 0, 0, 17, 11, 4, 1, 0, 1568, 34
2013-10-06, Seahawks, 218, 34, 205, 31, 15, 7, 85, 1, 1, 21, 12, 2, 3, 1, 1882, 28, Colts, 109, 29, 208, 29, 16, 3, 35, 2, 0, 20, 12, 7, 0, 0, 1718, 34
2013-10-06, Chargers, 36, 19, 391, 48, 36, 5, 30, 2, 3, 27, 11, 4, 1, 0, 1855, 17, Raiders, 104, 28, 195, 23, 18, 8, 85, 0, 0, 17, 12, 4, 0, 0, 1745, 27
2013-10-07, Jets, 118, 22, 170, 20, 16, 6, 24, 0, 0, 15, 11, 6, 0, 0, 1473, 30, Falcons, 64, 22, 299, 46, 37, 4, 46, 1, 0, 26, 12, 6, 2, 1, 2127, 28
2013-10-10, Giants, 123, 26, 232, 26, 14, 4, 31, 0, 3, 21, 11, 7, 0, 0, 1625, 21, Bears, 110, 29, 262, 36, 24, 5, 51, 0, 0, 26, 11, 5, 1, 0, 1975, 27
2013-10-13, Lions, 118, 28, 248, 43, 25, 8, 65, 0, 1, 24, 14, 8, 0, 0, 2009, 31, Browns, 126, 21, 269, 43, 26, 9, 87, 0, 2, 23, 14, 5, 1, 1, 1591, 17
2013-10-13, Bengals, 165, 41, 318, 40, 26, 8, 78, 0, 1, 26, 18, 7, 1, 1, 2572, 27, Bills, 130, 32, 192, 32, 19, 4, 27, 1, 0, 20, 17, 8, 2, 1, 1524, 24
2013-10-13, Steelers, 73, 26, 255, 31, 24, 7, 49, 0, 0, 16, 16, 6, 0, 0, 2149, 19, Jets, 83, 20, 184, 34, 19, 5, 60, 0, 2, 18, 11, 3, 0, 0, 1451, 6
2013-10-13, Titans, 66, 20, 157, 29, 17, 7, 44, 0, 2, 13, 12, 4, 2, 1, 1598, 13, Seahawks, 151, 33, 253, 31, 23, 6, 65, 2, 0, 24, 13, 5, 1, 1, 2002, 20
2013-10-13, Saints, 131, 26, 230, 36, 17, 7, 56, 1, 1, 20, 14, 5, 0, 0, 1689, 27, Patriots, 141, 35, 235, 43, 25, 4, 33, 0, 1, 26, 15, 5, 3, 1, 1911, 30
2013-10-13, Raiders, 121, 28, 153, 34, 18, 11, 68, 0, 3, 18, 15, 4, 1, 1, 2040, 7, Chiefs, 111, 27, 105, 31, 14, 4, 20, 1, 0, 16, 14, 4, 0, 0, 1560, 24
2013-10-13, Cardinals, 109, 21, 294, 41, 25, 6, 38, 2, 2, 16, 13, 5, 1, 0, 1541, 20, 49ers, 149, 38, 238, 29, 16, 4, 35, 1, 1, 20, 14, 4, 1, 1, 2059, 32
2013-10-13, Jaguars, 71, 27, 291, 42, 27, 7, 62, 0, 2, 20, 14, 5, 3, 0, 1875, 19, Broncos, 112, 29, 295, 42, 28, 4, 31, 2, 1, 26, 13, 7, 1, 1, 1725, 35
2013-10-13, Packers, 140, 30, 298, 32, 17, 8, 55, 1, 1, 15, 17, 6, 0, 0, 1882, 19, Ravens, 47, 22, 313, 34, 20, 6, 40, 1, 0, 15, 14, 2, 2, 1, 1718, 17
2013-10-13, Rams, 99, 25, 117, 16, 12, 9, 74, 0, 0, 15, 7, 3, 0, 0, 1490, 38, Texans, 153, 30, 267, 38, 27, 7, 95, 2, 2, 27, 14, 6, 3, 2, 2110, 13
2013-10-13, Panthers, 131, 39, 236, 26, 20, 6, 40, 0, 0, 22, 12, 7, 2, 2, 2187, 35, Vikings, 75, 13, 215, 44, 32, 5, 55, 0, 2, 17, 14, 6, 2, 1, 1413, 10
2013-10-13, Eagles, 138, 33, 287, 31, 22, 3, 31, 1, 0, 21, 14, 7, 0, 0, 1574, 31, Buccaneers, 94, 21, 257, 43, 26, 8, 72, 0, 1, 19, 15, 6, 2, 1, 2026, 20
2013-10-13, Redskins, 216, 33, 217, 39, 19, 12, 104, 1, 1, 25, 16, 8, 1, 0, 2072, 16, Cowboys, 48, 19, 165, 30, 18, 7, 80, 0, 1, 18, 12, 5, 0, 0, 1528, 31
2013-10-14, Colts, 74, 17, 193, 30, 18, 5, 28, 0, 1, 12, 10, 2, 0, 0, 1289, 9, Chargers, 147, 37, 227, 33, 22, 5, 25, 0, 0, 24, 14, 7, 0, 0, 2311, 19
2013-10-17, Seahawks, 135, 32, 209, 29, 18, 10, 70, 2, 0, 21, 12, 7, 1, 0, 1660, 34, Cardinals, 30, 18, 204, 45, 30, 3, 22, 0, 2, 22, 15, 5, 2, 1, 1940, 22
2013-10-20, Bengals, 57, 18, 364, 34, 24, 6, 50, 0, 0, 18, 10, 4, 0, 0, 1529, 27, Lions, 77, 25, 357, 51, 28, 4, 30, 0, 0, 22, 19, 13, 0, 0, 2071, 24
2013-10-20, Broncos, 64, 20, 365, 49, 29, 12, 103, 2, 1, 23, 16, 5, 1, 1, 1693, 33, Colts, 121, 31, 213, 38, 21, 6, 52, 1, 0, 19, 17, 5, 0, 0, 1907, 39
2013-10-20, Ravens, 82, 26, 205, 34, 24, 9, 67, 0, 0, 19, 14, 7, 1, 1, 1739, 16, Steelers, 141, 29, 145, 23, 17, 7, 50, 1, 0, 17, 12, 7, 0, 0, 1861, 19
2013-10-20, Buccaneers, 111, 28, 226, 44, 26, 11, 103, 1, 0, 23, 17, 5, 3, 3, 2269, 23, Falcons, 18, 18, 273, 26, 20, 9, 101, 1, 0, 15, 9, 3, 0, 0, 1331, 31
2013-10-20, Bears, 140, 22, 219, 28, 17, 5, 30, 0, 1, 21, 8, 2, 0, 0, 1564, 41, Redskins, 209, 43, 290, 29, 18, 5, 47, 0, 1, 28, 13, 7, 0, 0, 2036, 45
2013-10-20, Patriots, 90, 20, 205, 46, 22, 7, 100, 0, 1, 21, 12, 1, 1, 1, 1420, 27, Jets, 177, 52, 206, 33, 17, 9, 45, 0, 1, 27, 21, 11, 0, 0, 2773, 30
2013-10-20, Rams, 63, 21, 254, 34, 23, 8, 68, 2, 1, 15, 13, 4, 2, 0, 1600, 15, Panthers, 102, 38, 180, 17, 15, 7, 59, 0, 0, 21, 9, 2, 0, 0, 2000, 30
2013-10-20, 49ers, 153, 41, 196, 21, 13, 5, 42, 0, 0, 19, 16, 8, 0, 0, 2146, 31, Titans, 70, 13, 298, 41, 25, 10, 100, 1, 1, 15, 14, 5, 0, 0, 1454, 17
2013-10-20, Chargers, 158, 40, 276, 26, 22, 8, 61, 0, 0, 27, 12, 7, 0, 0, 2250, 24, Jaguars, 78, 17, 275, 36, 23, 6, 45, 0, 1, 18, 11, 3, 3, 1, 1350, 6
2013-10-20, Bills, 90, 30, 178, 32, 21, 6, 53, 0, 1, 15, 19, 9, 0, 0, 1812, 23, Dolphins, 120, 25, 173, 37, 19, 4, 32, 1, 2, 19, 13, 3, 1, 0, 1788, 21
2013-10-20, Browns, 83, 23, 133, 42, 17, 12, 106, 0, 1, 17, 18, 7, 5, 2, 1600, 13, Packers, 104, 29, 253, 36, 25, 10, 97, 0, 0, 26, 13, 7, 0, 0, 2000, 31
2013-10-20, Texans, 73, 24, 221, 25, 15, 4, 40, 1, 0, 14, 12, 4, 0, 0, 1668, 16, Chiefs, 126, 32, 231, 34, 23, 5, 24, 1, 1, 20, 15, 7, 1, 0, 1932, 17
2013-10-20, Cowboys, 74, 26, 294, 47, 28, 12, 75, 0, 2, 22, 16, 5, 0, 0, 2173, 17, Eagles, 84, 23, 194, 49, 22, 5, 33, 0, 3, 19, 18, 4, 1, 1, 1427, 3
2013-10-21, Vikings, 30, 14, 176, 53, 20, 3, 38, 2, 1, 13, 18, 7, 3, 0, 1418, 7, Giants, 64, 32, 193, 39, 23, 5, 72, 1, 0, 17, 19, 7, 0, 0, 2182, 23
2013-10-24, Panthers, 129, 27, 195, 32, 23, 6, 59, 0, 0, 21, 12, 5, 1, 1, 2073, 31, Buccaneers, 48, 14, 249, 51, 30, 3, 21, 1, 0, 19, 14, 4, 2, 0, 1527, 13
2013-10-27, Browns, 57, 15, 283, 36, 22, 9, 70, 1, 0, 13, 12, 3, 2, 1, 1435, 17, Chiefs, 136, 29, 195, 36, 24, 5, 31, 0, 0, 20, 19, 10, 0, 0, 2165, 23
2013-10-27, Packers, 182, 42, 282, 29, 24, 6, 120, 0, 0, 26, 18, 13, 2, 2, 2454, 44, Vikings, 111, 19, 132, 21, 14, 7, 46, 0, 0, 15, 8, 2, 0, 0, 1146, 31
2013-10-27, Dolphins, 156, 31, 145, 42, 22, 7, 61, 1, 2, 23, 17, 8, 2, 1, 2099, 17, Patriots, 152, 37, 100, 22, 13, 5, 35, 0, 1, 19, 10, 2, 1, 1, 1501, 27
2013-10-27, Steelers, 35, 19, 241, 45, 29, 3, 12, 0, 2, 20, 15, 4, 0, 0, 1799, 18, Raiders, 197, 38, 82, 19, 10, 6, 39, 1, 2, 13, 14, 5, 0, 0, 1801, 21
2013-10-27, Cowboys, 62, 26, 206, 30, 14, 2, 31, 0, 0, 13, 13, 3, 0, 0, 1489, 30, Lions, 143, 29, 480, 48, 33, 8, 61, 2, 2, 29, 11, 3, 2, 1, 2111, 31
2013-10-27, Redskins, 112, 28, 154, 39, 20, 1, 5, 1, 4, 22, 14, 6, 0, 0, 1680, 21, Broncos, 107, 34, 339, 44, 30, 6, 57, 1, 3, 29, 12, 4, 2, 2, 1920, 45
2013-10-27, Jets, 93, 24, 147, 37, 23, 4, 69, 0, 2, 15, 15, 6, 1, 0, 1997, 9, Bengals, 79, 25, 323, 30, 19, 4, 45, 0, 1, 20, 11, 6, 1, 0, 1603, 49
2013-10-27, Falcons, 27, 14, 265, 61, 34, 10, 55, 0, 4, 20, 20, 8, 2, 1, 2059, 13, Cardinals, 201, 30, 147, 18, 13, 8, 52, 0, 1, 17, 10, 3, 0, 0, 1541, 27
2013-10-27, Bills, 88, 25, 211, 39, 22, 6, 45, 2, 1, 20, 13, 5, 1, 0, 1650, 17, Saints, 77, 26, 309, 34, 26, 8, 59, 0, 0, 21, 15, 7, 1, 1, 1950, 35
