Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2010-09-12, Packers, 132, 33, 167, 31, 19, 2, 15, 0, 2, 22, 14, 6, 0, 0, 1915, 27, Eagles, 149, 20, 171, 34, 21, 10, 80, 1, 0, 16, 13, 5, 1, 0, 1685, 20
2010-09-12, Falcons, 58, 25, 237, 44, 27, 3, 24, 0, 1, 18, 16, 6, 0, 0, 1829, 9, Steelers, 143, 31, 211, 26, 18, 4, 25, 0, 1, 14, 14, 4, 0, 0, 1926, 15
2010-09-12, 49ers, 49, 19, 214, 45, 26, 8, 60, 0, 2, 14, 15, 1, 3, 2, 1965, 6, Seahawks, 77, 23, 165, 23, 18, 5, 35, 0, 1, 14, 11, 5, 0, 0, 1635, 31
2010-09-13, Ravens, 49, 35, 233, 38, 20, 5, 38, 2, 1, 20, 19, 11, 0, 0, 2312, 10, Jets, 116, 21, 60, 21, 10, 14, 125, 1, 0, 6, 11, 1, 1, 0, 1288, 9
2010-09-13, Chargers, 109, 29, 280, 39, 22, 5, 30, 1, 0, 18, 15, 4, 3, 1, 2248, 14, Chiefs, 135, 26, 62, 22, 10, 3, 35, 0, 0, 9, 11, 1, 1, 0, 1352, 21
2010-09-19, Steelers, 106, 33, 21, 17, 9, 5, 35, 1, 0, 7, 15, 2, 0, 0, 2020, 19, Titans, 46, 22, 192, 35, 24, 11, 72, 4, 3, 14, 14, 4, 1, 1, 1580, 11
2010-09-19, Texans, 58, 24, 468, 52, 38, 5, 45, 0, 1, 29, 14, 6, 2, 1, 2389, 30, Redskins, 18, 17, 403, 38, 28, 7, 58, 0, 0, 21, 10, 2, 0, 0, 1907, 27
2010-09-19, Jaguars, 71, 24, 279, 42, 26, 5, 33, 2, 4, 20, 12, 6, 3, 1, 1824, 13, Chargers, 151, 30, 326, 29, 22, 4, 25, 1, 2, 25, 8, 4, 0, 0, 1776, 38
2010-09-19, Seahawks, 109, 20, 230, 35, 20, 7, 64, 1, 3, 17, 11, 7, 2, 1, 1353, 14, Broncos, 65, 38, 304, 35, 25, 3, 35, 0, 0, 23, 20, 14, 0, 0, 2247, 31
2010-09-19, Chiefs, 140, 39, 172, 28, 16, 4, 30, 0, 2, 16, 15, 5, 1, 1, 1993, 16, Browns, 73, 26, 226, 31, 16, 9, 78, 1, 1, 13, 13, 4, 0, 0, 1607, 14
2010-09-19, Cardinals, 118, 13, 149, 33, 18, 10, 109, 0, 3, 11, 8, 0, 1, 0, 1247, 7, Falcons, 221, 45, 223, 32, 21, 6, 75, 1, 0, 33, 17, 11, 2, 1, 2353, 41
2010-09-19, Patriots, 52, 20, 239, 36, 20, 6, 79, 1, 2, 20, 11, 5, 1, 1, 1648, 14, Jets, 136, 32, 200, 30, 21, 6, 58, 0, 0, 23, 13, 6, 1, 1, 1952, 28
2010-09-19, Buccaneers, 95, 34, 178, 25, 12, 4, 30, 0, 0, 14, 14, 6, 0, 0, 1849, 20, Panthers, 119, 33, 159, 29, 13, 4, 48, 1, 2, 16, 16, 5, 4, 3, 1751, 7
2010-09-19, Bills, 124, 32, 62, 18, 11, 4, 35, 0, 2, 14, 12, 4, 2, 0, 1744, 7, Packers, 91, 27, 255, 29, 19, 6, 49, 0, 0, 18, 12, 7, 0, 0, 1856, 34
2010-09-19, Giants, 120, 25, 137, 24, 13, 3, 25, 2, 1, 13, 11, 3, 1, 0, 1494, 14, Colts, 160, 43, 250, 26, 20, 6, 55, 1, 0, 24, 11, 4, 0, 0, 2106, 38
2010-09-19, Rams, 75, 21, 135, 25, 14, 8, 92, 0, 1, 16, 10, 2, 0, 0, 1391, 14, Raiders, 173, 40, 231, 36, 19, 12, 90, 0, 2, 25, 17, 7, 1, 0, 2209, 16
2010-09-19, Ravens, 109, 23, 150, 39, 17, 5, 45, 0, 4, 14, 15, 4, 1, 0, 1544, 10, Bengals, 94, 31, 159, 35, 16, 9, 56, 0, 0, 14, 18, 3, 0, 0, 2056, 15
2010-09-19, Bears, 38, 19, 270, 29, 21, 2, 10, 0, 0, 14, 11, 1, 1, 1, 1580, 27, Cowboys, 36, 20, 374, 51, 34, 6, 50, 1, 2, 23, 13, 6, 0, 0, 2020, 20
2010-09-19, Eagles, 162, 29, 248, 34, 21, 9, 75, 0, 0, 24, 14, 6, 0, 0, 1852, 35, Lions, 115, 26, 329, 45, 25, 9, 51, 0, 2, 22, 15, 6, 2, 0, 1748, 32
2010-09-19, Dolphins, 120, 29, 106, 15, 9, 2, 15, 2, 0, 12, 11, 5, 0, 0, 1452, 14, Vikings, 156, 33, 208, 36, 22, 7, 44, 1, 3, 22, 14, 5, 4, 1, 2148, 10
2010-09-20, Saints, 50, 24, 237, 38, 28, 5, 54, 0, 0, 17, 14, 6, 0, 0, 1960, 25, 49ers, 142, 26, 275, 32, 23, 5, 40, 2, 2, 24, 9, 5, 0, 0, 1640, 22
2010-09-26, Jets, 146, 29, 256, 28, 15, 9, 81, 0, 0, 20, 11, 6, 0, 0, 1632, 31, Dolphins, 84, 23, 352, 45, 26, 6, 52, 0, 1, 24, 15, 7, 1, 0, 1968, 23
2010-09-26, Eagles, 106, 21, 267, 31, 17, 7, 84, 0, 0, 15, 13, 5, 1, 0, 1627, 28, Jaguars, 139, 32, 52, 30, 13, 4, 67, 0, 1, 16, 17, 5, 2, 1, 1973, 3
2010-09-26, Titans, 161, 41, 110, 16, 10, 8, 80, 0, 0, 17, 13, 6, 0, 0, 1702, 29, Giants, 107, 20, 364, 48, 34, 11, 86, 1, 2, 25, 12, 6, 2, 0, 1898, 10
2010-09-26, Raiders, 133, 33, 231, 34, 17, 11, 123, 0, 1, 20, 15, 4, 1, 1, 1978, 23, Cardinals, 119, 26, 108, 26, 12, 7, 104, 2, 1, 18, 13, 5, 1, 1, 1622, 24
2010-09-26, Chargers, 89, 21, 429, 53, 29, 11, 83, 3, 2, 27, 14, 6, 2, 0, 2164, 20, Seahawks, 68, 21, 203, 32, 19, 5, 32, 1, 1, 13, 13, 6, 0, 0, 1436, 27
2010-09-26, Bengals, 120, 37, 185, 37, 19, 8, 74, 0, 2, 21, 17, 5, 2, 2, 2182, 20, Panthers, 87, 24, 180, 33, 16, 6, 45, 3, 1, 17, 11, 2, 2, 0, 1418, 7
2010-09-26, Browns, 173, 29, 131, 24, 18, 8, 60, 0, 0, 18, 11, 4, 0, 0, 1792, 17, Ravens, 109, 27, 256, 32, 23, 8, 60, 0, 0, 19, 12, 6, 0, 0, 1808, 24
2010-09-26, Bills, 134, 24, 240, 28, 20, 6, 45, 0, 2, 19, 10, 5, 0, 0, 1668, 30, Patriots, 200, 38, 245, 27, 21, 4, 35, 1, 0, 25, 12, 7, 0, 0, 1932, 38
2010-09-26, Steelers, 201, 32, 186, 17, 12, 2, 20, 0, 2, 17, 9, 4, 1, 0, 1614, 38, Buccaneers, 75, 21, 228, 37, 26, 4, 45, 1, 1, 18, 14, 6, 1, 1, 1986, 13
2010-09-26, Redskins, 116, 17, 233, 32, 19, 9, 65, 1, 1, 15, 10, 1, 0, 0, 1510, 16, Rams, 133, 37, 232, 37, 23, 9, 99, 1, 1, 24, 16, 7, 2, 2, 2090, 30
2010-09-26, Falcons, 202, 50, 215, 30, 19, 6, 40, 1, 0, 25, 18, 9, 3, 2, 2750, 27, Saints, 43, 16, 355, 38, 30, 4, 38, 1, 2, 20, 11, 6, 2, 1, 1635, 24
2010-09-26, Lions, 63, 19, 232, 43, 29, 8, 67, 1, 2, 17, 12, 3, 1, 1, 1688, 10, Vikings, 183, 30, 185, 34, 23, 12, 100, 1, 2, 21, 11, 3, 0, 0, 1912, 24
2010-09-26, 49ers, 43, 15, 208, 42, 23, 6, 55, 0, 1, 11, 17, 4, 3, 2, 1570, 10, Chiefs, 207, 39, 250, 27, 16, 7, 40, 0, 1, 21, 14, 7, 2, 1, 2030, 31
2010-09-26, Cowboys, 101, 27, 284, 30, 23, 8, 49, 0, 0, 21, 11, 4, 3, 2, 1940, 27, Texans, 124, 22, 216, 32, 23, 5, 32, 1, 2, 24, 9, 4, 0, 0, 1660, 13
2010-09-26, Colts, 40, 22, 325, 43, 27, 4, 27, 0, 0, 18, 14, 6, 0, 0, 1808, 27, Broncos, 47, 18, 472, 57, 37, 6, 60, 1, 1, 23, 15, 5, 4, 1, 1792, 13
2010-09-27, Packers, 63, 15, 316, 45, 34, 18, 152, 1, 1, 21, 10, 4, 0, 0, 2149, 17, Bears, 77, 18, 199, 27, 16, 5, 38, 0, 1, 18, 9, 3, 1, 0, 1451, 20
2010-10-03, Lions, 123, 21, 308, 54, 34, 13, 102, 1, 2, 24, 17, 10, 0, 0, 2257, 26, Packers, 92, 21, 169, 17, 12, 3, 31, 2, 2, 16, 7, 3, 0, 0, 1343, 28
2010-10-03, 49ers, 81, 23, 181, 32, 21, 6, 41, 1, 2, 17, 12, 6, 1, 1, 1841, 14, Falcons, 98, 29, 259, 43, 26, 4, 60, 0, 2, 23, 14, 5, 1, 1, 1759, 16
2010-10-03, Seahawks, 64, 24, 193, 37, 21, 6, 49, 1, 1, 15, 15, 4, 2, 0, 1630, 3, Rams, 88, 28, 261, 41, 23, 5, 41, 0, 1, 19, 16, 7, 1, 0, 1970, 20
2010-10-03, Broncos, 19, 20, 308, 50, 35, 6, 74, 0, 1, 22, 15, 3, 2, 1, 2118, 26, Titans, 121, 22, 167, 28, 17, 10, 111, 2, 0, 13, 12, 3, 0, 0, 1482, 20
2010-10-03, Colts, 58, 19, 348, 46, 33, 3, 35, 1, 1, 28, 10, 7, 1, 1, 1814, 28, Jaguars, 174, 35, 163, 22, 17, 7, 45, 0, 0, 20, 13, 9, 0, 0, 1786, 31
2010-10-03, Bengals, 67, 18, 346, 36, 25, 8, 79, 2, 0, 21, 11, 5, 0, 0, 1754, 20, Browns, 116, 35, 179, 30, 18, 7, 44, 0, 1, 21, 14, 6, 0, 0, 1846, 23
2010-10-03, Redskins, 169, 35, 124, 19, 8, 5, 30, 0, 1, 16, 11, 5, 0, 0, 1623, 17, Eagles, 110, 25, 243, 42, 27, 8, 80, 1, 1, 21, 14, 5, 2, 2, 1977, 12
2010-10-03, Panthers, 118, 23, 133, 21, 11, 4, 66, 1, 0, 10, 12, 4, 2, 1, 1298, 14, Saints, 121, 29, 262, 48, 33, 4, 36, 2, 0, 27, 14, 8, 0, 0, 2302, 16
2010-10-03, Cardinals, 47, 14, 87, 28, 15, 5, 34, 1, 2, 10, 12, 4, 1, 0, 1502, 10, Chargers, 180, 38, 239, 21, 16, 5, 44, 1, 0, 23, 10, 5, 0, 0, 2098, 41
2010-10-03, Ravens, 70, 27, 250, 37, 24, 7, 52, 1, 1, 22, 11, 4, 1, 0, 1831, 17, Steelers, 84, 27, 126, 21, 12, 11, 88, 0, 1, 14, 11, 4, 0, 0, 1769, 14
2010-10-03, Bears, 59, 16, 51, 26, 15, 8, 40, 1, 2, 6, 13, 0, 1, 0, 1595, 3, Giants, 189, 32, 183, 30, 18, 6, 44, 3, 0, 18, 12, 3, 0, 0, 2005, 17
2010-10-03, Jets, 273, 49, 171, 26, 16, 4, 30, 0, 0, 25, 15, 7, 0, 0, 2429, 38, Bills, 114, 16, 109, 27, 12, 3, 32, 2, 0, 12, 10, 0, 1, 1, 1171, 14
2010-10-03, Texans, 249, 36, 192, 29, 16, 5, 26, 0, 0, 21, 13, 6, 0, 0, 1769, 31, Raiders, 118, 25, 245, 39, 24, 2, 23, 1, 2, 24, 12, 5, 1, 0, 1831, 24
2010-10-04, Patriots, 119, 32, 146, 24, 19, 3, 31, 0, 0, 19, 11, 5, 1, 1, 1663, 41, Dolphins, 92, 21, 308, 44, 30, 6, 40, 0, 4, 23, 15, 10, 1, 0, 1937, 14
2010-10-10, Eagles, 125, 27, 227, 31, 21, 5, 30, 1, 0, 17, 12, 3, 1, 0, 1846, 27, 49ers, 74, 22, 290, 39, 25, 10, 65, 3, 2, 21, 13, 8, 0, 0, 1754, 24
2010-10-10, Falcons, 165, 31, 173, 28, 16, 6, 60, 1, 0, 17, 15, 6, 0, 0, 1806, 20, Browns, 48, 20, 221, 39, 25, 7, 58, 1, 2, 18, 15, 7, 0, 0, 1794, 10
2010-10-10, Saints, 85, 22, 273, 39, 24, 6, 45, 1, 3, 19, 11, 5, 0, 0, 1801, 20, Cardinals, 41, 24, 153, 29, 18, 3, 20, 0, 1, 12, 15, 4, 1, 1, 1799, 30
2010-10-10, Titans, 158, 27, 163, 25, 12, 4, 40, 0, 0, 17, 12, 4, 0, 0, 1396, 34, Cowboys, 141, 23, 370, 46, 31, 12, 133, 0, 3, 25, 14, 7, 2, 1, 2204, 27
2010-10-10, Broncos, 39, 13, 307, 38, 23, 10, 90, 1, 0, 16, 13, 5, 0, 0, 1423, 17, Ravens, 233, 47, 182, 25, 14, 5, 66, 0, 0, 28, 13, 7, 1, 0, 2177, 31
2010-10-10, Giants, 117, 32, 297, 42, 27, 9, 84, 0, 2, 26, 14, 5, 0, 0, 2331, 34, Texans, 24, 15, 171, 34, 16, 8, 67, 1, 1, 11, 11, 2, 1, 0, 1269, 10
2010-10-10, Chiefs, 113, 27, 148, 29, 16, 4, 38, 1, 0, 16, 10, 1, 2, 1, 1535, 9, Colts, 97, 31, 244, 44, 26, 5, 45, 0, 1, 23, 17, 8, 1, 0, 2065, 19
2010-10-10, Packers, 157, 17, 270, 46, 27, 9, 63, 1, 1, 17, 13, 2, 1, 0, 1960, 13, Redskins, 51, 21, 322, 49, 26, 4, 28, 0, 1, 21, 17, 5, 1, 0, 2054, 16
2010-10-10, Buccaneers, 125, 22, 266, 35, 22, 3, 25, 2, 1, 21, 11, 5, 0, 0, 1825, 24, Bengals, 149, 28, 209, 36, 21, 9, 60, 1, 3, 20, 13, 4, 0, 0, 1775, 21
2010-10-10, Bears, 218, 42, 29, 19, 8, 5, 45, 0, 4, 13, 15, 3, 0, 0, 1819, 23, Panthers, 85, 25, 62, 32, 14, 7, 53, 0, 3, 8, 18, 3, 1, 1, 1781, 6
2010-10-10, Rams, 128, 28, 213, 45, 23, 7, 40, 1, 2, 23, 14, 6, 2, 0, 1996, 6, Lions, 89, 26, 233, 34, 22, 11, 78, 0, 0, 20, 13, 6, 0, 0, 1604, 44
2010-10-10, Jaguars, 216, 40, 165, 20, 16, 5, 38, 2, 1, 21, 11, 4, 1, 0, 2061, 36, Bills, 110, 21, 196, 30, 20, 5, 35, 0, 0, 17, 11, 3, 2, 0, 1539, 26
2010-10-10, Chargers, 91, 26, 415, 42, 27, 7, 53, 3, 0, 29, 12, 5, 1, 0, 1966, 27, Raiders, 111, 30, 168, 25, 14, 12, 85, 0, 0, 14, 15, 6, 3, 2, 1634, 35
2010-10-11, Vikings, 96, 24, 240, 34, 14, 8, 51, 2, 1, 16, 15, 7, 0, 0, 1565, 20, Jets, 155, 32, 173, 44, 21, 6, 55, 0, 0, 20, 17, 5, 0, 0, 2035, 29
2010-10-17, Dolphins, 150, 39, 231, 39, 23, 4, 30, 0, 1, 26, 14, 6, 1, 0, 2276, 23, Packers, 76, 21, 283, 33, 18, 7, 45, 0, 1, 16, 13, 3, 2, 2, 1683, 20
2010-10-17, Jets, 129, 30, 190, 30, 17, 6, 74, 1, 2, 17, 13, 5, 0, 0, 1777, 24, Broncos, 145, 37, 201, 34, 14, 5, 81, 2, 0, 21, 18, 7, 1, 0, 1823, 20
2010-10-17, Browns, 69, 21, 258, 33, 23, 3, 41, 1, 2, 17, 13, 6, 0, 0, 1684, 10, Steelers, 121, 35, 257, 27, 16, 4, 25, 0, 1, 22, 14, 7, 0, 0, 1916, 28
2010-10-17, Seahawks, 111, 31, 242, 40, 25, 5, 83, 0, 0, 20, 18, 7, 0, 0, 2063, 23, Bears, 61, 14, 246, 39, 17, 2, 18, 0, 0, 15, 12, 0, 1, 1, 1537, 20
2010-10-17, Cowboys, 94, 28, 220, 32, 24, 11, 91, 0, 2, 16, 17, 9, 1, 1, 1930, 21, Vikings, 95, 28, 93, 19, 14, 5, 45, 1, 0, 14, 12, 6, 0, 0, 1670, 24
2010-10-17, Falcons, 65, 19, 228, 42, 23, 2, 30, 1, 1, 20, 14, 4, 1, 1, 1557, 17, Eagles, 154, 38, 320, 29, 23, 9, 78, 0, 1, 23, 14, 7, 1, 1, 2043, 31
2010-10-17, Raiders, 110, 30, 69, 21, 8, 8, 60, 0, 2, 10, 15, 5, 0, 0, 1599, 9, 49ers, 158, 31, 191, 33, 16, 11, 143, 0, 0, 17, 17, 7, 0, 0, 2001, 17
2010-10-17, Saints, 212, 32, 263, 32, 21, 10, 95, 0, 1, 27, 12, 9, 0, 0, 1889, 31, Buccaneers, 42, 18, 235, 47, 27, 5, 30, 1, 0, 22, 15, 6, 3, 2, 1711, 6
2010-10-17, Ravens, 99, 34, 278, 35, 27, 8, 67, 0, 0, 21, 16, 5, 0, 0, 2414, 20, Patriots, 127, 26, 267, 44, 27, 9, 78, 0, 2, 23, 14, 4, 1, 0, 1970, 23
2010-10-17, Colts, 170, 29, 299, 38, 25, 3, 15, 3, 0, 22, 10, 3, 0, 0, 1650, 27, Redskins, 113, 24, 222, 45, 29, 7, 53, 0, 2, 23, 13, 4, 1, 0, 1950, 24
2010-10-17, Lions, 64, 21, 302, 49, 28, 11, 91, 2, 1, 16, 20, 9, 2, 2, 1638, 20, Giants, 167, 30, 167, 30, 20, 2, 15, 1, 0, 24, 13, 5, 1, 0, 1962, 28
2010-10-17, Chiefs, 228, 38, 189, 29, 20, 5, 35, 0, 0, 25, 16, 9, 1, 1, 2008, 31, Texans, 132, 22, 289, 33, 25, 5, 53, 0, 0, 23, 10, 5, 1, 1, 1592, 35
2010-10-17, Chargers, 79, 17, 208, 37, 22, 6, 31, 0, 1, 22, 12, 4, 0, 0, 1597, 17, Rams, 117, 35, 183, 31, 18, 6, 35, 0, 0, 20, 17, 7, 0, 0, 2003, 20
2010-10-18, Titans, 153, 39, 171, 21, 14, 8, 57, 0, 0, 20, 14, 8, 1, 1, 1965, 30, Jaguars, 76, 25, 173, 36, 21, 7, 55, 1, 3, 17, 13, 3, 4, 2, 1635, 3
2010-10-24, Cardinals, 113, 20, 114, 33, 12, 5, 32, 4, 1, 13, 12, 2, 1, 0, 1363, 10, Seahawks, 144, 36, 158, 38, 20, 10, 95, 1, 0, 16, 21, 7, 1, 0, 2237, 22
2010-10-24, Steelers, 58, 27, 290, 27, 19, 5, 34, 2, 0, 15, 15, 6, 0, 0, 1849, 23, Dolphins, 64, 21, 249, 36, 23, 3, 24, 1, 1, 15, 12, 3, 1, 0, 1751, 22
2010-10-24, Patriots, 51, 22, 128, 32, 19, 7, 51, 0, 0, 15, 12, 3, 2, 1, 1535, 23, Chargers, 38, 19, 325, 50, 34, 6, 69, 3, 1, 23, 15, 7, 1, 1, 2065, 20
2010-10-24, Rams, 161, 32, 124, 26, 13, 6, 45, 1, 0, 19, 14, 7, 0, 0, 1721, 17, Buccaneers, 124, 21, 189, 40, 23, 12, 92, 0, 0, 17, 15, 5, 2, 2, 1879, 18
2010-10-24, Eagles, 99, 24, 227, 48, 26, 10, 100, 2, 2, 21, 18, 10, 0, 0, 2004, 19, Titans, 75, 26, 253, 31, 17, 6, 37, 1, 2, 15, 13, 4, 0, 0, 1596, 37
2010-10-24, Redskins, 121, 28, 187, 32, 17, 7, 48, 1, 2, 13, 13, 2, 0, 0, 1752, 17, Bears, 66, 16, 256, 40, 26, 6, 51, 2, 4, 19, 10, 2, 0, 0, 1848, 14
2010-10-24, 49ers, 99, 22, 183, 32, 14, 11, 81, 0, 1, 15, 13, 4, 0, 0, 1435, 20, Panthers, 76, 34, 303, 41, 28, 4, 35, 2, 1, 22, 15, 7, 1, 0, 2165, 23
2010-10-24, Raiders, 328, 52, 180, 20, 12, 10, 94, 0, 0, 29, 13, 6, 1, 1, 2319, 59, Broncos, 75, 17, 165, 29, 12, 5, 64, 2, 1, 11, 11, 2, 2, 0, 1281, 14
2010-10-24, Bills, 132, 35, 382, 43, 29, 6, 79, 2, 2, 27, 17, 11, 2, 1, 2316, 34, Ravens, 135, 29, 229, 31, 16, 4, 18, 2, 0, 21, 11, 2, 1, 1, 1530, 37
2010-10-24, Bengals, 84, 21, 385, 50, 36, 7, 36, 1, 0, 28, 12, 7, 0, 0, 1822, 32, Falcons, 153, 30, 299, 33, 24, 3, 41, 1, 1, 22, 13, 7, 1, 1, 1778, 39
2010-10-24, Browns, 125, 28, 85, 17, 10, 4, 30, 0, 0, 12, 11, 2, 1, 1, 1466, 30, Saints, 58, 18, 336, 56, 37, 7, 98, 0, 4, 25, 15, 5, 3, 3, 2134, 17
2010-10-24, Vikings, 196, 36, 206, 29, 16, 6, 40, 0, 3, 21, 14, 6, 3, 2, 1864, 24, Packers, 84, 23, 295, 35, 21, 2, 20, 0, 2, 20, 11, 6, 3, 1, 1736, 28
2010-10-24, Jaguars, 84, 23, 216, 34, 18, 6, 43, 1, 2, 19, 10, 3, 1, 1, 1560, 20, Chiefs, 236, 42, 190, 18, 13, 7, 92, 0, 0, 25, 11, 6, 2, 1, 2040, 42
2010-10-25, Giants, 200, 37, 297, 35, 25, 6, 46, 2, 3, 25, 13, 5, 0, 0, 2251, 41, Cowboys, 41, 13, 213, 40, 21, 5, 42, 2, 0, 14, 10, 0, 2, 1, 1349, 35
2010-10-31, Broncos, 59, 17, 339, 40, 28, 8, 60, 1, 1, 22, 10, 2, 0, 0, 1586, 16, 49ers, 143, 42, 196, 19, 12, 6, 66, 0, 0, 16, 13, 5, 0, 0, 2014, 24
2010-10-31, Seahawks, 47, 19, 117, 32, 13, 7, 55, 0, 1, 10, 16, 1, 1, 1, 1436, 3, Raiders, 239, 39, 306, 27, 15, 11, 102, 0, 0, 18, 17, 5, 1, 1, 2164, 33
2010-10-31, Buccaneers, 154, 30, 253, 25, 18, 9, 80, 2, 0, 19, 12, 4, 1, 1, 1829, 38, Cardinals, 100, 23, 296, 40, 24, 3, 12, 0, 4, 22, 13, 7, 2, 1, 1771, 35
2010-10-31, Vikings, 125, 28, 285, 38, 26, 5, 35, 0, 1, 23, 11, 4, 2, 1, 2108, 18, Patriots, 122, 27, 240, 27, 16, 6, 47, 0, 0, 18, 11, 6, 0, 0, 1492, 28
2010-10-31, Jaguars, 149, 34, 238, 21, 17, 6, 36, 1, 0, 20, 12, 6, 0, 0, 1955, 35, Cowboys, 50, 22, 365, 49, 34, 3, 20, 0, 4, 25, 13, 6, 3, 2, 1645, 17
2010-10-31, Dolphins, 137, 31, 217, 37, 24, 4, 42, 1, 1, 20, 15, 5, 0, 0, 2009, 22, Bengals, 106, 26, 156, 38, 17, 4, 36, 0, 1, 16, 16, 6, 1, 1, 1591, 14
2010-10-31, Packers, 81, 26, 156, 34, 15, 3, 15, 0, 0, 13, 14, 2, 0, 0, 1717, 9, Jets, 119, 29, 241, 38, 16, 7, 55, 1, 2, 15, 17, 7, 3, 0, 1883, 0
2010-10-31, Bills, 137, 33, 191, 48, 24, 5, 35, 0, 1, 23, 23, 11, 2, 1, 2362, 10, Chiefs, 274, 45, 140, 26, 14, 5, 50, 0, 0, 24, 15, 4, 2, 1, 2138, 13
2010-10-31, Redskins, 80, 19, 195, 37, 21, 10, 77, 1, 1, 13, 14, 2, 2, 1, 1670, 25, Lions, 102, 25, 202, 45, 26, 7, 65, 1, 1, 19, 17, 4, 1, 1, 1930, 37
2010-10-31, Steelers, 108, 21, 171, 28, 17, 4, 38, 1, 1, 13, 10, 3, 1, 0, 1554, 10, Saints, 30, 21, 288, 44, 34, 3, 35, 1, 1, 19, 16, 7, 1, 1, 2046, 20
2010-10-31, Panthers, 25, 17, 176, 37, 23, 6, 30, 1, 3, 14, 14, 7, 0, 0, 1412, 10, Rams, 62, 29, 184, 32, 25, 7, 65, 0, 0, 15, 15, 6, 0, 0, 2188, 20
2010-10-31, Titans, 65, 19, 305, 36, 18, 10, 80, 0, 0, 15, 13, 4, 2, 1, 1333, 25, Chargers, 156, 34, 300, 36, 27, 8, 62, 0, 1, 23, 18, 12, 0, 0, 2267, 33
2010-11-01, Texans, 108, 18, 183, 38, 22, 5, 30, 1, 1, 19, 11, 3, 1, 0, 1415, 17, Colts, 107, 28, 259, 45, 26, 9, 69, 0, 0, 24, 15, 7, 1, 1, 2185, 30
